product_id,price,option,date_created,is_immediate_delivery_item
24794,109000,250,2025-02-15T15:32:39Z,true
24794,105000,265,2025-02-15T15:22:31Z,true
24794,100000,280,2025-02-15T14:14:55Z,true
24794,106000,265,2025-02-15T13:33:02Z,true
24794,128000,240,2025-02-15T12:36:39Z,true
24794,128000,240,2025-02-15T12:31:21Z,true
24794,108000,275,2025-02-15T12:30:43Z,true
24794,126000,240,2025-02-15T11:42:13Z,false
24794,128000,240,2025-02-15T11:23:33Z,true
24794,106000,265,2025-02-15T10:46:04Z,true
24794,113000,270,2025-02-15T10:33:52Z,true
24794,115000,230,2025-02-15T09:48:26Z,true
24794,106000,265,2025-02-15T09:24:23Z,true
24794,106000,280,2025-02-15T08:37:13Z,true
24794,106000,280,2025-02-15T08:37:00Z,true
24794,100000,225,2025-02-15T08:15:29Z,true
24794,111000,235,2025-02-15T07:22:55Z,true
24794,108000,280,2025-02-15T06:38:30Z,true
24794,100000,255,2025-02-15T04:55:23Z,true
24794,111000,235,2025-02-15T03:46:21Z,true
24794,108000,280,2025-02-15T03:45:57Z,true
24794,100000,260,2025-02-14T18:50:17Z,true
24794,105000,270,2025-02-14T18:47:24Z,true
24794,113000,235,2025-02-14T17:52:20Z,true
24794,108000,280,2025-02-14T16:44:15Z,true
24794,115000,245,2025-02-14T15:34:27Z,true
24794,115000,230,2025-02-14T14:04:29Z,true
24794,105000,270,2025-02-14T13:48:03Z,true
24794,105000,270,2025-02-14T12:50:06Z,true
24794,106000,265,2025-02-14T11:47:02Z,true
24794,105000,270,2025-02-14T11:05:25Z,true
24794,105000,270,2025-02-14T11:04:51Z,true
24794,105000,265,2025-02-14T11:00:16Z,true
24794,105000,265,2025-02-14T10:22:37Z,true
24794,130000,255,2025-02-14T10:18:54Z,true
24794,115000,230,2025-02-14T09:48:56Z,true
24794,105000,270,2025-02-14T08:57:42Z,true
24794,131000,255,2025-02-14T08:50:13Z,true
24794,113000,260,2025-02-14T05:33:41Z,true
24794,105000,270,2025-02-14T05:15:01Z,true
24794,105000,270,2025-02-14T05:11:16Z,true
24794,113000,260,2025-02-14T02:56:04Z,true
24794,113000,260,2025-02-14T02:52:09Z,true
24794,115000,245,2025-02-14T01:54:35Z,true
24794,109000,225,2025-02-14T01:54:35Z,true
24794,107000,265,2025-02-13T16:24:31Z,true
24794,109000,275,2025-02-13T15:51:54Z,true
24794,109000,265,2025-02-13T15:16:30Z,true
24794,115000,270,2025-02-13T14:38:16Z,true
24794,109000,235,2025-02-13T13:26:27Z,true
24794,109000,225,2025-02-13T11:07:15Z,true
24794,116000,245,2025-02-13T10:40:48Z,true
24794,109000,280,2025-02-13T09:48:15Z,true
24794,115000,270,2025-02-13T08:38:42Z,true
24794,117000,260,2025-02-13T07:24:23Z,true
24794,115000,250,2025-02-13T06:34:40Z,true
24794,109000,265,2025-02-13T06:26:12Z,true
24794,109000,260,2025-02-13T05:44:15Z,true
24794,109000,240,2025-02-13T05:42:45Z,true
24794,109000,260,2025-02-13T05:35:04Z,true
24794,109000,275,2025-02-13T05:28:56Z,true
24794,126000,240,2025-02-13T02:39:24Z,false
24794,129000,255,2025-02-13T00:26:43Z,false
24794,119000,230,2025-02-12T15:29:10Z,true
24794,119000,230,2025-02-12T14:43:21Z,true
24794,132000,225,2025-02-12T14:35:50Z,false
24794,121000,265,2025-02-12T14:21:48Z,true
24794,121000,265,2025-02-12T13:28:32Z,true
24794,140000,290,2025-02-12T10:41:49Z,false
24794,126000,240,2025-02-12T09:31:32Z,false
24794,118000,270,2025-02-12T06:38:30Z,true
24794,117000,270,2025-02-12T04:57:14Z,true
24794,117000,270,2025-02-12T03:03:36Z,true
24794,115000,260,2025-02-12T02:37:56Z,true
24794,121000,265,2025-02-12T02:22:53Z,true
24794,114000,275,2025-02-12T00:20:08Z,true
24794,113000,275,2025-02-12T00:19:53Z,true
24794,135000,285,2025-02-11T17:15:10Z,true
24794,126000,240,2025-02-11T16:54:26Z,false
24794,118000,250,2025-02-11T16:41:32Z,true
24794,121000,235,2025-02-11T13:58:55Z,true
24794,117000,280,2025-02-11T13:05:06Z,true
24794,121000,235,2025-02-11T11:57:08Z,true
24794,148000,290,2025-02-11T11:32:32Z,false
24794,120000,230,2025-02-11T11:31:12Z,true
24794,118000,260,2025-02-11T11:04:03Z,false
24794,119000,250,2025-02-11T10:44:44Z,true
24794,121000,245,2025-02-11T10:22:43Z,true
24794,119000,230,2025-02-11T09:30:52Z,true
24794,121000,260,2025-02-11T03:58:35Z,true
24794,117000,280,2025-02-11T03:32:01Z,true
24794,119000,250,2025-02-11T02:52:29Z,true
24794,119000,270,2025-02-11T02:07:49Z,true
24794,129000,265,2025-02-11T01:30:59Z,false
24794,121000,265,2025-02-10T23:27:39Z,true
24794,117000,265,2025-02-10T16:44:14Z,true
24794,121000,245,2025-02-10T16:44:14Z,true
24794,115000,275,2025-02-10T15:27:38Z,true
24794,129000,225,2025-02-10T14:22:19Z,false
24794,117000,280,2025-02-10T13:50:46Z,true
24794,119000,230,2025-02-10T12:11:56Z,true
24794,117000,280,2025-02-10T11:25:27Z,true
24794,119000,230,2025-02-10T11:18:27Z,true
24794,119000,270,2025-02-10T11:09:53Z,true
24794,128000,255,2025-02-10T11:06:36Z,false
24794,115000,275,2025-02-10T08:16:53Z,true
24794,119000,265,2025-02-10T04:40:00Z,false
24794,117000,280,2025-02-10T03:50:50Z,true
24794,115000,275,2025-02-10T03:40:36Z,true
24794,125000,240,2025-02-10T03:07:53Z,false
24794,121000,265,2025-02-10T02:10:23Z,true
24794,112000,245,2025-02-10T02:10:23Z,true
24794,115000,275,2025-02-10T01:47:06Z,true
24794,132000,225,2025-02-10T00:09:17Z,true
24794,123000,235,2025-02-09T23:57:52Z,true
